frame,energy_per_atom,REF_energy_per_atom,volume,lattice
1374,,-697.603170469,273.117964133,4.349313 0.232721 -0.043341 2.372712 7.671319 0.218471 1.684894 2.126408 8.37208
1375,,-697.610275913,271.822039196,3.646093 0 0.001205 0 6.59619 0 -0.022034 0 11.302213
1376,,-697.493696562,358.718879836,6.263462 0 0 0 6.263462 0 0 0 9.143771
1377,,-697.512504092,312.207362462,5.326981 0 0.11776 0 6.790501 -3e-06 -0.209297 -3.395247 8.626356
1378,,-697.634171958,208.122434758,3.2672 -0.24042 0.077537 0.446669 6.545994 -0.101033 0.031821 3.047282 9.631616
1379,,-697.628516684,407.02715691,7.032425 0 -0.120271 0 6.580822 0 -1.804526 0 8.825908
1380,,-697.610544131,263.489554315,5.868661 -0.333122 -0.532868 -2.563165 7.444534 -0.208436 -2.563165 -3.448148 6.601121
1381,,-697.524262325,259.627122098,4.496259 0.133296 0.184942 -0.253087 7.846934 -0.163537 -0.253087 -2.636736 7.392479
1382,,-697.251187501,303.651428043,6.287053 3e-06 2e-06 3.143523 6.74053 1e-06 3.143524 2e-06 7.165299
1383,,-697.511703597,330.123548441,3.736695 0 0 0 8.736311 0 0 0 10.112552
1384,,-697.567222147,201.867983104,3.683479 0.172207 0.133209 -1.477817 4.240876 -0.024454 0.532241 -0.446586 12.731635
1385,,-697.595379946,261.53074278,4.103176 0.118751 0 -0.175222 6.172041 0 0 0 10.318513
1386,,-697.556618406,499.155133866,3.313265 0 0 0 11.727592 0 0 0 12.846077
1387,,-697.627718992,270.06817239,6.325514 -1.095687 -0.829513 1.338492 6.278623 -0.829513 1.338492 0.905182 6.268161
1388,,-697.469277329,258.126104374,4.539773 0 0 0 8.793259 0 0 -4.39663 6.466182
1389,,-697.535995958,404.200846767,6.530347 0 0 -3.265173 5.655446 0 0 0 10.944454
1390,,-697.514686992,269.58102282,4.553896 -0.303003 0 -2.074681 7.030319 0 -1.239607 -3.363658 8.589019
1391,,-697.663534246,352.006816837,7.762105 1.041905 1.668409 -2.067717 7.553832 -1.668409 -2.067716 -4.814246 6.055329
1392,,-697.60541658,270.387218755,3.680981 0 0.018046 0 6.546122 0 0.035709 0 11.221354
1393,,-697.62679662,481.203542187,4.638929 0.224205 0.151688 3.133051 10.466712 -0.604659 3.133051 3.33227 9.940506
1394,,-697.533027803,321.814919882,5.500603 0 0.138308 0 6.852497 -3e-06 -0.238743 -3.426246 8.531819
1395,,-697.624530736,466.075176226,5.92446 0 0 0 7.538032 1.055163 0 -2.636283 10.067341
1396,,-697.545914328,266.38630822,4.517101 0.143305 0.19883 -0.239697 7.978572 -0.298429 -0.239697 -2.806335 7.474701
1397,,-697.506197635,389.557909202,6.560253 0 0 0 8.280573 0 0 -4.140287 7.171187
1398,,-697.550661234,252.623503949,3.60381 0 0 0 8.372515 0 0 0 8.372515
1399,,-697.641510287,416.527224083,5.658992 0 0 0 9.219064 0 0 -4.609532 7.983944
1400,,-697.573331282,384.038454057,6.530003 3e-06 2e-06 3.264998 6.598064 1e-06 3.264999 2e-06 8.913432
1401,,-697.560589144,244.477336252,6.357645 0 0 0 6.663553 0 0 -3.331777 5.770806
1402,,-697.530981045,250.514662134,3.615243 0 0 0 8.324302 0 0 0 8.324302
1403,,-697.471306783,233.585819069,6.380302 -0.21873 -0.041512 -1.211391 6.268064 -0.041512 -1.907385 -2.232271 5.910386
1404,,-697.545277879,373.852759783,6.379988 0 0 0 7.631263 1.137673 0 0.225757 7.712296
1405,,-697.634597433,207.469531087,3.264309 -0.234446 0.082629 0.461033 6.550965 -0.089725 0.05948 3.067016 9.607338
1406,,-697.496250695,257.047153071,4.478737 -0.300011 0 -2.070167 7.044935 0 -1.204285 -3.372462 8.31025
1407,,-697.598517139,477.021644808,8.357629 -0.345733 -0.248983 3.572371 7.563575 -0.248983 3.572371 2.161342 7.252465
1408,,-697.62250213,421.253687158,6.024407 0 0 0 8.985648 0 0 -4.492824 7.781799
1409,,-697.678435765,292.76813484,4.547247 0.266906 0.293162 -0.55811 8.010605 1.494232 -0.55811 0.738261 8.115263
1410,,-697.552470406,256.271075862,6.917803 0.367263 0.533555 -2.954233 6.266051 -0.533555 -2.954232 -2.735595 5.662561
1411,,-697.643414446,208.40062023,3.246896 -0.394583 -0.160415 -2.46084 6.850521 -0.17161 0.116091 -2.790248 9.915482
1412,,-697.608303053,258.090332248,6.366193 0 0 0 6.367163 0 0 0 6.367163
1413,,-697.589502864,198.856533288,6.159154 -1.120339 -1.152557 -1.289675 6.125935 -1.152557 -1.289675 -1.325725 6.090806
1414,,-697.619382369,333.855686479,6.366951 -0.539644 0 -0.594904 6.362026 0 -2.886024 -2.911191 8.307829
1415,,-697.638930093,202.092515942,4.728374 -0.185009 0.140871 0.626278 4.730358 -0.590168 2.516011 -0.075084 9.060741
1416,,-697.538443167,362.729296743,6.522264 -0.625181 0 -2.659156 5.988294 0 0 0 9.699998
1417,,-697.633079738,208.09822852,4.393032 0 -0.098774 0 6.497629 0 -2.031191 0 7.336032
1418,,-697.610514065,470.763188284,8.396376 -0.242779 -0.17484 3.681549 7.550117 -0.17484 3.681549 2.227396 7.2162
1419,,-697.497757867,373.10691012,6.522768 0 0 -3.261384 5.648883 0 0 0 10.12602
1420,,-697.514421019,269.703094323,4.559088 -0.296996 0 -2.068937 7.018807 0 -1.245075 -3.360905 8.593405
1421,,-697.512060678,259.450443576,4.618444 0 0 0 7.8709 -1.460969 0 -2.507027 7.602652
1422,,-697.562406134,257.225064741,6.862376 0.584771 0.849547 -2.736427 6.320295 -0.849547 -2.736427 -3.050128 5.600409
1423,,-697.590713865,194.362605502,4.625074 0 0 -2.312537 4.005432 0 0 0 10.491671
1424,,-697.529249979,266.0956556,4.569764 0 0 0 8.199865 0 0 -4.099932 7.101291
1425,,-697.618124604,204.878331065,3.280884 -0.117287 0.012365 0.734771 6.467119 -0.435715 -0.020335 2.466147 9.450313
1426,,-697.556678097,469.985520603,8.956054 0 0 0 8.956054 0 -4.478027 -4.478027 5.859372
1427,,-697.544891432,189.355868112,5.511896 -1.367432 0 -1.548698 5.463735 0 0 0 6.763241
1428,,-697.677991122,217.299742266,4.55467 0 -0.055636 0 4.885864 0 -2.165153 -2.442931 9.791193
1429,,-697.642740282,207.543736093,3.26543 -0.23569 0.069644 0.461488 6.48615 0.039171 -0.010553 3.257848 9.763374
1430,,-697.49616308,462.654079858,5.789917 0 0 0 5.789917 0 0 0 13.801037
1431,,-697.494524692,248.405748101,3.563133 0 0 0 8.972211 0 0 -4.486106 7.770163
1432,,-697.616702479,273.215711375,4.632518 0.297257 0 -0.348883 4.623417 0 0 0 12.694853
1433,,-697.614355754,272.276198446,4.668632 0.303323 0 -0.34689 4.583748 0 0 0 12.661034
1434,,-697.635560202,207.403451917,4.47382 0 -0.100932 0 6.471293 0 -2.072518 0 7.210606
1435,,-697.626899866,266.856534436,4.452824 0.315943 0.347022 -0.493632 7.709119 1.24379 -0.493632 0.517122 7.791669
1436,,-697.602703838,205.767104931,3.321065 0 0 0 6.552801 0 0 0 9.455219
1437,,-697.549058503,195.495516646,5.004035 0 0 0 6.350172 -0.580519 0 -1.202867 6.262171
1438,,-697.62411496,466.290072011,5.928882 0 0 0 7.591431 1.013594 0 -2.693431 10.000377
1439,,-697.616771315,267.920650029,3.515202 0 -0.025171 0 6.626859 0 -0.113841 0 11.502148
1440,,-697.551031923,471.096003066,8.906027 0 0 0 8.906027 0 -4.453014 -4.453014 5.939384
1441,,-697.637425289,273.533088717,6.521683 0 0 3.260842 6.433084 -0.789929 3.260842 1.15039 6.378492
1442,,-697.550775992,190.714997189,4.138753 0.740909 0 -0.739318 4.139037 0 0 0 10.788134
1443,,-697.327370074,204.255169266,3.273064 0 0 0 7.58323 0.358895 0 0.334347 8.245151
1444,,-697.30674997,198.178159456,3.549706 0 0 0 8.029091 0 0 -4.014546 6.953397
1445,,-697.550801912,190.988485308,4.13936 0.741913 0 -0.738587 4.139955 0 0 0 10.799626
1446,,-697.641484288,559.193979035,6.537838 0 0 0 6.537355 0 0 0 13.08357
1447,,-697.621950513,237.001904944,4.393883 0 0 -2.196941 3.805214 0 0 0 14.175039
1448,,-697.592668474,596.670499839,6.399401 0 0 0 10.376056 0 0 -5.188028 8.985928
1449,,-697.499545295,265.818709434,4.951732 0.408063 0 -0.321614 4.958098 0 0 0 10.76956
1450,,-697.579743587,510.04100636,6.248003 0 0 0 6.494777 0 0 0 12.568968
1451,,-697.555654192,247.286106872,5.595477 0 0 0 5.595477 0 0 0 7.898152
1452,,-697.546300585,215.824673825,4.951094 0 0 0 7.09471 0 0 -3.547355 6.144199
1453,,-697.578186195,318.580909574,6.384786 1.175612 0 -2.226231 7.117522 0 0 0 6.628673
1454,,-697.523452857,351.154991227,4.21312 0 0 0 9.810298 0 0 -4.905149 8.495967
1455,,-697.383421268,252.439434928,6.072624 0.534014 0.335598 3.23217 7.392174 0.768761 3.23217 3.899042 6.32714
1456,,-697.550700318,344.564884333,7.117393 -0.678605 -0.694561 -0.840052 7.100148 -0.694561 -0.840052 -0.859349 7.082093
1457,,-697.597093601,203.68376602,6.442365 1e-06 2e-06 -2.147456 6.042132 -2e-06 -2.147456 -3.021066 5.23264
1458,,-697.53471476,455.830907096,5.380085 0 0 0 9.205912 -0.109903 0 -0.155825 9.20525
1459,,-697.557777969,379.337784067,7.406367 0.089526 0.075606 1.576846 7.237116 0.075606 1.576846 1.286064 7.122331
1460,,-697.595096558,638.793024015,6.605945 0 0 0 6.605945 0 0 0 14.638287
1461,,-697.032691491,157.671848837,3.951609 0 0 -1.975805 3.422194 0 0 0 11.659383
1462,,-697.521500594,189.92905785,4.174726 0 0 -2.087363 3.615419 0 0 0 12.583597
1463,,-697.544852102,248.816801601,6.347869 -0.208281 -0.174597 1.139205 6.248282 -0.174597 1.139205 0.919024 6.182792
1464,,-697.596260062,606.410936294,6.523154 0 0 0 10.360707 0 0 -5.180353 8.972635
1465,,-697.599018356,275.39647308,6.509602 0.038459 0.040336 -0.257329 6.504627 0.040336 -0.257329 -0.269299 6.499175
1466,,-697.450878043,232.220280921,4.940811 0.207219 0 -1.517894 4.706438 0 0 0 9.853137
1467,,-697.519495468,181.468503506,5.174892 0 0 0 4.353765 -0.110034 0 -1.631675 8.095671
1468,,-697.633698662,210.400595473,5.507643 0.256385 -0.353446 -1.836638 5.198714 0.353446 -3.150789 -1.842428 7.355977
1469,,-697.626685163,283.706299927,4.557224 0 0.027434 2.278612 6.306111 0.013717 -0.024746 0 9.871893
1470,,-697.606102317,273.274368497,3.479986 0 0 0 5.902107 0 0 0 13.304983
1471,,-697.530228323,183.559279366,5.223049 0 0 0 4.336371 -0.12363 0 -1.634118 8.151081
1472,,-697.138513897,447.226264595,7.550586 0 0 0 8.584053 0 -3.775293 -4.292027 6.900082
1473,,-697.506723592,640.002857551,6.01721 0 0 -3.008605 5.211057 0 0 0 20.410842
1474,,-697.578104525,268.079937154,3.817062 0 0 0 5.480302 0 0 0 12.815354
1475,,-697.595246793,267.998435313,7.451529 0 0 3.725764 6.453213 0 3.725764 2.151071 5.57328
1476,,-697.564356526,207.445599403,4.413524 0 0 -2.206762 3.822224 0 0 0 12.297097
1477,,-697.626072614,277.421781375,4.65295 0.223438 0 -0.278138 4.650001 0 0 0 12.785375
1478,,-697.241651239,450.264713611,6.288401 0 0 3.1442 8.444985 -0.545653 3.1442 0.707027 8.433008
1479,,-697.549697714,473.266445898,5.493535 0 0 0 9.282766 -0.098985 0 -0.145291 9.282157
1480,,-697.522502687,384.399474177,5.939804 0 0.296534 0 6.887716 0 -0.119929 0 9.389849
1481,,-697.643238981,271.365698349,4.79004 -0.468177 0 -1.826597 6.499822 0 0 0 8.962105
1482,,-697.597677887,204.230291681,6.524902 1e-06 2e-06 -2.174969 6.011845 -2e-06 -2.174969 -3.005922 5.20641
1483,,-697.623272554,410.03711333,3.262696 0 0 0 11.210456 0 0 0 11.210456
1484,,-697.545686093,216.346316683,3.319327 0 0 0 8.675298 0 0 -4.337649 7.513029
1485,,-697.621852407,235.655711607,4.385779 0 0 -2.192889 3.798196 0 0 0 14.146658
1486,,-697.557732052,499.07533166,4.004774 0 0 0 8.018735 0 0 0 15.541117
1487,,-697.504827272,580.363692171,9.236208 0 0 4.618104 7.998791 0 4.618104 2.666264 7.855651
1488,,-697.559744648,218.682773447,4.542411 0 0 -2.271205 3.933843 0 0 0 12.238019
1489,,-697.641501652,556.766019316,6.528058 0 0 3.264029 9.209798 -0.683939 3.264029 0.683162 9.209856
1490,,-697.581695038,213.747286829,4.41766 0 0 -2.20883 3.825805 0 0 0 12.646941
1491,,-697.573853856,215.436656184,5.324033 0.374604 -0.179267 -1.657976 5.073142 0.179267 -2.993285 -1.943079 7.856595
1492,,-697.545624161,378.810076783,6.144851 0 0 -3.072425 5.321597 0 0 0 11.584257
1493,,-697.263816383,196.089580377,5.929932 0.180088 0 -2.804674 5.227842 0 -1.562629 -2.703965 6.223913
1494,,-697.554587589,186.343820434,4.010651 0.466907 0 -0.493963 4.007409 0 0 0 11.430065
1495,,-697.635903469,270.625323529,6.466368 0.116252 0.121924 -0.177652 6.464972 0.121924 -0.177652 -0.185916 6.463448
1496,,-697.490093095,276.934918429,4.047498 0 0 0 8.271602 0.050361 0 -0.013644 8.271744
1497,,-697.595512483,390.525170763,7.279251 0.434475 0.501425 -0.475952 7.276657 0.501425 -0.475952 -0.539463 7.273936
1498,,-697.621326407,275.129122658,4.686744 0.19891 0 -0.306157 4.680961 0 0 0 12.506231
1499,,-697.678069099,285.676010021,6.547051 -0.584307 -0.489812 0.813821 6.522499 -0.489812 0.813821 0.656529 6.507832
1500,,-697.562111511,190.770463301,5.913129 1e-06 2e-06 -1.971044 6.103536 -1e-06 -1.971044 -3.051768 5.285818
1501,,-697.643211201,271.31757207,4.796331 -0.467771 0 -1.822378 6.493042 0 0 0 8.957236
1502,,-697.597780046,200.168813982,3.344547 0 0 0 6.468278 -0.45908 0 -2.484321 9.429064
1503,,-697.581872423,199.877359888,6.072759 1e-06 2e-06 -2.024254 6.164863 -1e-06 -2.024254 -3.082431 5.338928
1504,,-697.616781884,270.852124887,3.323253 0 0 0 8.729205 0 0 0 9.336716
1505,,-697.640256808,280.972941061,4.598038 0 0 0 9.436923 -2.666976 0 -0.411041 6.591489
1506,,-697.550749812,487.908167326,6.536066 0 0 0 9.284222 0 0 -4.642111 8.040372
1507,,-697.633138754,271.86601094,4.969541 -0.39537 0 -1.583111 6.290795 0 0 0 8.87394
1508,,-697.604296403,220.191437022,4.396909 0 0 -2.198455 3.807835 0 0 0 13.151486
1509,,-697.497927675,266.807053565,4.949269 0.407601 0 -0.32171 4.955593 0 0 0 10.820439
1510,,-697.521641481,354.891511363,4.196208 0 0 0 9.882208 0 0 -4.941104 8.558243
1511,,-697.510964351,465.609630218,7.440018 0 0 0 8.033946 0 0 -4.016973 7.78967
1512,,-697.576913945,335.731183484,6.496264 0 0 3.248132 7.110846 -1.056661 3.248132 1.054386 7.111183
1513,,-697.584538631,436.524552419,6.534053 0 0 3.267026 8.438084 -0.147292 3.267026 3.062942 7.863927
1514,,-697.54002793,179.51090462,6.760261 0 0 0 5.537304 0 0 -2.768652 4.795446
1515,,-697.616619755,271.160438004,3.323798 0 0 0 8.732156 0 0 0 9.342653
1516,,-697.566862709,204.034531287,4.274959 0 0 -2.13748 3.702223 0 0 0 12.891669
1517,,-697.553551592,249.754090416,3.301274 0 0 0 8.675962 0 0 0 8.719938
1518,,-697.654494752,361.357943127,7.949564 -0.669164 1e-06 -4.305216 6.716283 0 -1.822174 -3.02356 7.154097
1519,,-697.64150788,559.358915352,6.539085 0 0 0 6.53838 0 0 0 13.082882
1520,,-697.473173159,284.323545584,4.259814 0 0 0 8.169675 0.05598 0 -0.007236 8.169863
1521,,-697.459628328,261.620113543,6.125165 0.624794 0.392648 3.292003 7.525739 0.783613 3.292003 3.970359 6.441044
1522,,-697.610624658,263.270389166,6.70555 -0.127793 0.205304 -2.824052 6.083212 0.205304 -0.267784 -0.410864 6.483368
1523,,-697.609846159,197.9430693,5.683531 0 -3e-06 0 6.517746 0 -2.841763 -3.258873 5.343487
1524,,-697.636333675,272.44895901,6.473844 -0.254825 -0.235091 0.312395 6.471322 -0.235091 0.312395 0.286168 6.469264
1525,,-697.623869328,198.716159825,5.898504 0 -3e-06 0 6.581509 0 -2.949249 -3.290754 5.118774
1526,,-697.595555593,263.752642692,3.322486 0 0 0 9.338186 0 0 0 8.501022
1527,,-697.558925413,191.649718093,3.368494 -0.146925 0.064658 -1.37185 6.893495 0.161708 -1.240662 -1.877087 8.248714
1528,,-697.621771709,235.045765704,4.38185 0 0 -2.190925 3.794794 0 0 0 14.135355
1529,,-697.616092254,269.154861905,3.31618 0 0 0 8.811438 0 0 0 9.211224
1530,,-697.561755787,627.064962018,6.48718 0 0 0 6.48718 0 0 0 14.900493
1531,,-697.641429363,547.99476435,9.118487 -0.601174 -0.978257 -4.000294 8.216196 0.978257 -4.000294 -2.838856 7.771985
1532,,-697.551229138,189.784072951,4.176992 0.419308 0 -0.414774 4.177444 0 0 0 10.769071
1533,,-697.47188463,200.538023704,3.919918 0 0 0 7.685897 0 0 -3.842948 6.656182
1534,,-697.446605612,239.420464013,5.314622 -0.759903 0 -0.898871 5.29289 0 0 0 8.72312
1535,,-697.553369859,187.693010702,5.690275 0 0 -2.845137 4.927923 0 0 0 6.693464
1536,,-697.643189849,275.31343074,3.30321 0 -0.147086 0 6.57688 0 -2.747798 0 12.795117
1537,,-697.630134472,211.299617948,4.64967 -0.230594 -0.082987 0.351456 4.642099 -0.082987 -0.095494 -0.084236 9.756087
1538,,-697.596496069,607.756864346,6.478497 0 0 0 10.407885 0 0 -5.203942 9.013493
1539,,-697.515075406,369.086606964,6.103676 0 0 -3.051838 5.285938 0 0 0 11.439703
1540,,-697.576041064,273.8309918,6.774854 0.111208 0.089266 1.976854 6.480977 0.089266 1.976854 1.489056 6.308228
1541,,-697.555969281,290.815894166,6.001015 0 0 -3.000508 5.197032 0 0 0 9.324768
1542,,-697.545758913,250.988843269,6.953316 0 0 0 6.008018 0 0 0 6.008018
1543,,-697.571637505,245.628998996,6.647277 -0.062058 -0.042795 0.261004 6.537887 0.58179 0.261004 2.867552 5.904201
1544,,-697.539060913,211.869300208,6.000386 -0.056093 0.198981 2.644531 5.111989 0.12493 2.576836 1.57792 6.970972
1545,,-697.480797884,240.02236266,4.721246 0.666171 0 -0.855779 4.690585 0 0 0 10.566457
1546,,-697.549497848,254.716043415,3.514473 0 0 0 6.023034 0 0 0 12.03319
1547,,-697.604269242,198.941965983,5.916293 0 0 -2.958146 5.251743 -0.053914 0 -3.416439 6.437922
1548,,-697.542617314,195.890879675,4.962129 0 0 0 3.402274 0 0 0 11.603176
1549,,-697.556982062,279.402205166,5.523899 0 0.270288 2.761949 5.819678 0.135144 2.415519 0 8.809501
1550,,-697.596539999,606.117649427,6.48606 0 0 0 10.387778 0 0 -5.193889 8.99608
1551,,-697.326450174,225.164911157,4.627246 0.114566 0 -0.45489 4.606258 0 0 0 10.538269
1552,,-697.527759487,385.806903173,6.914618 -0.001163 0 -3.456302 5.988816 0 0 0 9.317577
1553,,-697.544069376,191.038504357,5.672333 2e-06 0 -2.836168 4.965152 0 0 0 6.783074
1554,,-697.60426271,412.758922036,6.945795 0 0 -3.472898 6.015235 0 0 0 9.879203
1555,,-697.609469876,198.51664559,4.423471 0 0 2.211736 7.365172 0 2.211736 0 6.093276
1556,,-697.487031802,241.749777328,4.734268 0.673557 0 -0.852873 4.705272 0 0 0 10.579638
1557,,-697.520834643,352.519906244,9.014877 0 0 4.507438 7.807112 0 4.507438 2.602371 5.008797
1558,,-697.641056404,546.49332009,9.112297 -0.606168 -0.986383 -4.00258 8.208578 0.986383 -4.00258 -2.828165 7.76886
1559,,-697.633916645,275.692888577,4.967266 0 0 0 4.382777 0.351452 0 -0.652759 12.611302
1560,,-697.621029912,322.496261155,4.724451 0 -1.028399 0 8.815897 0 -3.138558 0 8.426145
1561,,-697.541954557,679.17181841,6.167909 0 0 -3.083954 5.341566 0 0 0 20.614514
1562,,-697.346194995,182.332048064,3.913996 0 0 0 7.334255 0 0 -3.667128 6.351651
1563,,-697.51797896,210.862722765,3.682602 0 0 0 8.131248 0 0 -4.065624 7.041867
1564,,-697.570928243,515.913851485,7.874004 0 0 0 8.094514 0 0 0 8.094514
1565,,-697.596562483,607.600411885,6.484044 0 0 0 10.402093 0 0 -5.201046 9.008477
1566,,-697.565087991,380.904129912,6.523457 1e-06 -3e-06 -1e-06 6.6863 -0.070993 -3.261725 -1.436808 8.748027
1567,,-697.633805288,279.410219255,5.751548 -1.041056 0 -1.191374 5.722301 0 0 0 8.82205
1568,,-697.349589378,235.111165606,4.693075 0.137968 0 -0.439754 4.674463 0 0 0 10.687708
1569,,-697.549430144,407.84900213,4.335973 -0.235106 0 -1.930842 6.773702 0 0 0 14.104303
1570,,-697.53779465,360.264757334,7.420459 -0.062099 -0.048454 2.32511 7.047051 -0.048454 2.32511 1.666479 6.847344
1571,,-697.660374592,424.459307499,6.626814 1e-06 -3e-06 0 6.520253 0.338259 -3.313403 -0.60335 9.792214
1572,,-697.605532474,205.552299306,3.319237 -0.066062 -0.074019 -0.286037 6.469219 -0.546981 -1.517277 -3.778496 9.94099
1573,,-697.630486722,274.316481965,5.704866 -1.009642 0 -1.158748 5.676458 0 0 0 8.788389
1574,,-697.545481471,378.000027404,6.149929 0 0 -3.074965 5.325995 0 0 0 11.540403
1575,,-697.625097897,413.847937951,6.529929 0 0 3.264964 8.037353 -0.728106 3.264964 2.560247 7.653386
1576,,-697.556350472,280.948455152,5.497574 0 0.272413 2.748787 5.819921 0.136207 2.410669 0 8.900341
1577,,-697.51596336,176.875289155,5.628982 0 0 -2.814491 4.874842 0 0 0 6.445799
1578,,-697.558444157,187.622991479,5.615056 0 0 -2.807528 4.862781 0 0 0 6.871432
1579,,-697.643811077,276.954962131,3.263514 -0.039148 -0.218663 0.119077 7.249857 0.201056 0.743806 1.005075 11.682703
1580,,-697.585035755,396.293752881,8.03321 0.72008 0 0.696817 8.035261 0 -4.365014 -4.377671 6.187529
1581,,-697.569437515,445.863063824,8.264054 -0.019139 -0.014104 3.459452 7.505141 -0.014104 3.459452 2.20902 7.172696
1582,,-697.545163817,247.46230593,6.614396 0 0 -3.307198 5.728235 0 0 0 6.531276
1583,,-697.441991976,240.683557636,3.267817 0 -0.060348 0 6.469293 0 -2.052563 0 11.422875
1584,,-697.554812321,247.675083843,6.608312 0 0 -3.304156 5.722966 0 0 0 6.548934
1585,,-697.641132833,547.730063351,9.119858 -0.608408 -0.990029 -4.00751 8.214733 0.990029 -4.00751 -2.827693 7.775998
1586,,-697.509941495,257.430240665,4.868828 0.752786 0 -0.820091 4.857944 0 0 0 10.606999
