frame,energy_per_atom,REF_energy_per_atom,volume,lattice
1682,,-697.601801043,232.660409905,6.352449 1.019483 0.991739 1.199271 6.320974 0.991739 1.199271 1.165721 6.291212
1683,,-697.588266981,254.36273707,6.846322 0 0 3.423161 5.929088 0 3.423161 1.976363 6.266258
1684,,-697.616748074,200.845275139,6.677401 0.894894 0.125044 3.355904 5.841784 0.125044 2.89991 1.947091 5.650581
1685,,-697.640824038,277.421733524,5.647494 -0.249049 -0.267719 2.157439 5.2251 -0.267719 0.53496 0.341065 9.196525
1686,,-697.559555701,213.620285707,4.622983 0 0.075922 0 7.29892 -4e-06 -0.115736 -3.649456 6.328945
1687,,-697.632430345,566.176906585,6.549594 0 0 0 6.549594 0 0 0 13.198464
1688,,-697.60722736,404.286350272,3.353944 -0.16004 -0.100638 1.346948 11.335296 -0.398355 1.346948 4.552041 10.38877
1689,,-697.504323248,348.372682499,5.393174 0 0 -2.696587 4.670625 0 0 0 13.830079
1690,,-697.524061472,351.091629145,8.570727 0 0 0 6.877587 0 0 -3.438793 5.956165
1691,,-697.514843472,559.293666686,9.186325 0 0 0 9.186325 0 -4.593162 -4.593162 6.6276
1692,,-697.582494877,187.436768682,6.438932 0 0 0 5.797692 0 0 -2.898846 5.020949
1693,,-697.59354763,256.625841567,6.862565 0 0 3.431282 5.943155 0 3.431282 1.981052 6.292118
1694,,-697.543417875,212.622960085,4.952526 0 0 0 7.040871 0 0 -3.520436 6.097573
1695,,-697.616697966,407.613753785,4.534371 0 0 0 9.011504 0 0 0 9.975496
1696,,-697.576292349,210.036062506,4.013523 0 -0.127665 0 6.628804 1e-06 -2.024022 -3.314403 7.959032
1697,,-697.564086896,260.340400918,6.883049 0.815779 0.685116 2.235672 6.560764 0.685116 2.235672 1.808536 6.343674
1698,,-697.665997522,285.878504148,6.417345 -0.149912 -0.547537 0.002349 6.634308 -1.344206 0.515824 1.224007 6.42029
1699,,-697.643609499,277.82276734,3.271096 0 0 0 8.633178 -3.22894 0 -5.380239 11.850224
1700,,-697.486112638,351.920005599,4.356539 0 0 0 8.345072 0 0 0 9.679931
1701,,-697.485905348,172.318482658,6.273083 -0.086094 0 -2.368598 4.958406 0 0 0 5.576547
1702,,-697.613526332,266.279285353,3.45196 0.372839 0 -0.631785 5.991124 0 0 0 12.730479
1703,,-697.613092285,266.184147151,3.466426 0.37838 0 -0.633272 5.936219 0 0 0 12.786814
1704,,-697.639117069,279.353335367,5.615561 -0.815302 0 -1.180157 5.550358 0 0 0 9.248215
1705,,-697.626666157,282.768655436,4.539681 0 0 0 9.919448 0 -2.26984 -4.959724 6.279404
1706,,-697.599375166,403.867109424,8.998796 0 0 0 8.998796 0 -4.499398 -4.499398 4.987348
1707,,-697.571712508,375.014404988,4.43356 0 0 0 8.627801 0 0 0 9.803818
1708,,-697.623124946,411.987051591,6.735093 0 0.252316 0 6.627401 0 1.231081 0 9.276014
1709,,-697.616139369,235.621912263,4.439067 0 0 -2.219534 3.844345 0 0 0 13.807073
1710,,-697.572317603,408.077284446,3.813644 0 0 0 10.047446 0 0 0 10.649926
1711,,-697.640295758,320.128917471,8.083611 0 0 -4.041805 7.000612 0 0 0 5.656965
1712,,-697.555837835,184.265952297,6.830864 0 0 0 5.581095 0 0 -2.790548 4.83337
1713,,-697.409578495,469.505127682,7.461034 -0.049809 -0.001436 -1.889015 7.218111 -0.001436 -0.744874 -0.958267 8.73366
1714,,-697.407271575,333.231385536,5.085793 0 0 0 7.924369 0 -2.542896 0 8.26842
1715,,-697.556411083,358.504524325,6.351037 -0.192314 0 -2.905452 5.650752 0 -1.722792 -2.729219 10.147491
1716,,-697.640971661,207.590139911,7.26994 0.426802 -0.133071 -0.415958 6.47223 -0.399541 -1.143584 -3.079874 4.605024
1717,,-697.625010154,208.278515335,6.947057 0.43725 -0.238772 -0.346233 6.431466 -0.296022 -1.415477 -2.980319 4.832451
1718,,-697.59900211,214.993343097,4.130271 0 -0.011503 0 6.64698 0 -2.066825 0 7.836844
1719,,-697.47393485,372.318914888,4.635252 -0.046126 0 0.262003 9.042936 0 0.131001 4.521468 8.87988
1720,,-697.593000279,206.294368372,6.039863 -1.745553 -1.558836 -0.964648 6.212597 -1.558836 -0.964648 -0.849052 6.348656
1721,,-697.557974471,374.807332281,5.609832 0 0 -2.804916 4.858257 0 0 0 13.752376
1722,,-697.554729266,216.417619814,3.32825 0 0 0 8.665089 0 0 -4.332544 7.504187
1723,,-697.591486978,415.311888828,3.318819 0 0 0 12.70137 0 0 0 9.852359
1724,,-697.526715266,248.800656806,6.518163 -0.022895 -0.031096 -1.514592 6.339794 -0.031096 -1.514592 -1.912138 6.04464
1725,,-697.411284016,402.640831588,3.416422 0 0 0 11.618095 0 0 0 10.14405
1726,,-697.555449687,200.840512123,5.908923 -1.483223 -1.324566 -0.721063 6.049412 -1.324566 -0.721063 -0.634657 6.160119
1727,,-697.611232079,527.343853776,7.875559 -0.352282 -0.160263 -2.284408 7.545198 -0.160263 -0.740738 -0.952946 9.038759
1728,,-697.54223919,462.580655983,9.348936 0 0 -4.674468 8.096416 0 0 0 6.111284
1729,,-697.562155773,382.256650942,6.586058 0 0 0 6.534992 0.338703 0 -2.135643 8.770773
1730,,-697.59952375,536.851144672,7.92668 -0.36779 -0.159771 -2.312048 7.590913 -0.159771 -0.71304 -0.917313 9.090608
1731,,-697.097576826,175.40666484,5.269179 0 0 0 5.311951 0.432606 0 -0.411883 6.233303
1732,,-697.514185841,192.828117249,4.923253 0 0 0 3.668221 -0.436768 0 -2.28879 10.949853
1733,,-697.551533272,452.859131782,9.415052 0 0 -4.707526 8.153675 0 0 0 5.899117
1734,,-697.610854739,477.505043068,6.554208 0 0 0 9.145747 0.004966 0 -4.497438 7.963526
1735,,-697.613913997,205.474541399,5.063188 0 0 0 3.238232 0.221459 0 -1.473415 12.431397
1736,,-697.445716284,365.144633747,4.536341 -0.04212 0 0.259453 9.056924 0 0.129726 4.528462 8.885114
1737,,-697.503267793,207.324615393,6.019926 -0.034688 -0.042014 -0.992352 5.937672 -0.042014 -0.992352 -1.165143 5.822384
1738,,-697.63700365,208.392193317,5.667362 0.65742 -0.163641 1.201165 5.422111 -0.384778 -1.516068 -1.062 7.062968
1739,,-697.63406425,206.135545359,3.32411 0.250536 -0.485894 -0.327198 6.275402 0.427121 -1.699215 -0.748009 10.054172
1740,,-697.616744739,221.728151508,4.494775 0 0 -2.247387 3.892589 0 0 0 12.672851
1741,,-697.527573048,274.297266145,7.255579 0 0 0 6.607077 0 0 -3.303539 5.721897
1742,,-697.287543397,164.987126931,5.543607 -0.095366 0 -2.688861 4.848784 0 0 0 6.197089
1743,,-697.494899336,213.47187547,5.945539 -1.046584 -0.934634 -0.283309 6.0303 -0.934634 -0.283309 -0.24936 6.097202
1744,,-697.588880189,499.301106327,5.946466 0 0 -2.973233 5.149791 0 0 0 16.304744
1745,,-697.601285834,260.190227511,6.309746 0 0 -3.154873 6.327715 0 0 0 6.516767
1746,,-697.582888874,264.278230081,3.576888 0 0 0 6.160192 0 0 0 11.993938
1747,,-697.627663876,284.046874682,4.572882 -0.002218 0 0.015633 4.924932 0 0 0 12.61244
1748,,-697.342173534,182.707878893,4.335004 0 0 -2.167502 3.754224 0 0 0 11.226583
1749,,-697.555260846,225.499887232,4.241011 0.005472 0.002224 -0.008185 4.241007 0.002224 -2.156405 -2.16336 12.535116
1750,,-697.516998423,190.798821749,4.985088 0 0 0 3.524975 -0.424297 0 -2.316194 11.136722
1751,,-697.642216137,203.127918368,6.688569 0.836172 0.692166 3.181416 5.866263 -0.97985 3.181416 0.133154 5.946042
1752,,-697.611864051,479.819889558,6.55396 0 0 0 9.178633 -0.013696 0 -4.52987 7.982967
1753,,-697.625766834,206.251660588,3.255708 0.519779 0 -1.057028 6.454663 0 -1.09934 -3.487221 9.564665
1754,,-697.554167747,184.158743284,6.856666 0 0 0 5.568963 0 0 -2.784482 4.822864
1755,,-697.624810182,277.673221992,3.27809 0.377007 0.351871 0.281585 9.227564 -0.387953 0.281585 0.248664 9.232368
1756,,-697.558221255,267.117521331,6.413556 0.220601 -0.248741 0.407901 6.404372 -0.248741 0.572123 0.555643 6.475751
1757,,-697.488760262,223.956525392,5.8394 0 0 0 5.807935 0.753413 0 -0.534125 6.534206
1758,,-697.579220317,362.401435654,6.506292 0 0 3.253146 7.683921 -0.013334 3.253146 2.56132 7.244478
1759,,-697.64107236,278.392431153,3.762706 0 2.710971 0 6.529129 0 -5.370595 0 7.462448
1760,,-697.594025352,402.362258533,8.459906 -1.534019 -0.056215 -5.0535 6.955958 0.056215 -2.749111 -2.053864 7.883553
1761,,-697.587653001,218.21262541,4.144384 0 -0.029687 0 6.62743 0 -2.116459 0 7.95981
1762,,-697.551731012,453.294110048,9.418695 0 0 -4.709348 8.156829 0 0 0 5.900217
1763,,-697.358962408,224.524379687,6.074145 0 0 0 6.408547 0 0 0 5.767914
1764,,-697.55795615,374.657139314,5.609842 0 0 -2.804921 4.858265 0 0 0 13.746818
1765,,-697.638737688,208.731456825,4.731343 0 0 0 3.229334 0.490937 0 -1.189936 13.480353
1766,,-697.4500017,190.825673395,5.946738 -0.242916 0 -3.008522 5.135319 0 0 0 6.401918
1767,,-697.606750746,209.624982264,4.109727 0 0.000634 0 6.611884 0 -2.014086 0 7.714137
1768,,-697.62399865,200.153239123,6.554645 0.141569 0.280758 -0.054304 5.796427 -1.212557 -0.183302 -1.859055 5.646417
1769,,-697.678839961,293.441689089,6.699138 -0.355743 -0.314493 -0.159851 6.706672 -0.314493 0.317206 0.308069 6.509009
1770,,-697.581934115,264.771085002,6.530881 -0.770968 -0.197278 1.984791 6.073403 -0.000871 2.733395 0.590068 6.353263
1771,,-697.641851345,209.141034513,5.62771 0.636965 -0.161664 1.259466 5.492029 -0.374686 -1.593533 -1.06953 7.049023
1772,,-697.611945786,480.625144585,6.564566 0 0 0 9.188345 -0.030293 0 -4.549098 7.983252
1773,,-697.595179902,268.603318959,7.416071 0 0 3.708035 6.422506 0 3.708035 2.140835 5.639401
1774,,-697.622652185,271.812696824,6.039353 0.223654 0 -0.255646 6.804133 0 0 0 6.605454
1775,,-697.640508105,281.901426444,6.557053 -0.812298 0.928793 -2.56099 6.788949 0.111267 -1.003674 -0.507484 6.454655
1776,,-697.555668412,225.593991719,4.247589 0.007941 0.007353 -0.005737 4.247592 0.007353 -2.132179 -2.139056 12.496383
1777,,-697.636443956,352.512482408,5.816239 -0.057408 -0.425048 -2.059129 5.439845 0.425048 -3.041209 -1.87965 11.308837
1778,,-697.616011099,266.024394269,6.497024 0 0 0 6.937506 0 0 0 5.90206
1779,,-697.451539479,243.981280955,3.498079 0.162039 0.151236 0.708454 8.374414 -0.572247 0.708454 0.006034 8.39394
1780,,-697.515298414,271.317021516,7.267168 0 0 0 6.565845 0 0 -3.282922 5.686188
1781,,-697.497923283,210.841700503,6.698675 3e-06 3e-06 3.349335 5.610272 2e-06 3.349335 1e-06 5.610272
1782,,-697.588210337,318.667088303,5.797787 -0.744693 -0.000916 -1.450584 5.662571 0.000916 -3.969141 -0.871756 10.037168
1783,,-697.595499658,206.779226595,6.038365 -1.72945 -1.544456 -0.948865 6.209066 -1.544456 -0.948865 -0.835161 6.343528
1784,,-697.548245706,183.102794086,6.740992 0 0 0 5.600416 0 0 -2.800208 4.850102
1785,,-697.622026111,200.373742424,5.971369 0.403527 -0.44359 2.724922 5.276527 -0.522441 0.419353 0.460385 6.531094
1786,,-697.583826631,312.934014209,5.753216 -0.709158 -0.004064 -1.409849 5.622697 0.004064 -3.84505 -0.977582 9.984232
1787,,-697.556615861,374.981018063,5.537199 0 0 0 8.174705 0 -2.768599 0 8.284133
1788,,-697.678831773,293.528721087,6.698948 -0.354863 -0.314542 -0.158977 6.706456 -0.314542 0.317081 0.307948 6.51129
1789,,-697.641094141,210.020637538,4.605382 0 -0.055487 0 6.569366 0 -2.206859 0 6.968401
1790,,-697.446741902,240.634505824,5.220623 0 0 0 5.220623 0 0 0 8.829035
1791,,-697.446695773,240.617926891,5.2184 0 0 0 5.2184 0 0 0 8.83595
1792,,-697.620877324,266.178281067,6.530636 0 0 0 6.959034 0 0 0 5.856905
1793,,-697.620192642,263.840010772,6.355672 1e-06 0 -3.177837 6.449847 0 0 0 6.436203
1794,,-697.640058028,207.006239494,4.561118 0.151561 0.259812 2.027407 6.87837 0.975544 1.809447 1.79488 6.985607
1795,,-697.625969222,413.262613216,6.529363 0 0 3.264681 8.062075 0.470715 3.264681 1.487821 7.93757
1796,,-697.60765334,398.031598699,6.250961 0 0 0 6.59867 0 -3.125481 0 9.649712
1797,,-697.576866716,378.66185514,6.409932 -0.17672 0 -2.916708 5.710628 0 -1.746612 -2.766954 10.492359
1798,,-697.624682805,207.084290176,6.875109 0.414201 -0.271423 -0.382782 6.344858 -0.332022 -1.472076 -3.021517 4.94809
1799,,-697.621583015,266.265022213,3.371288 0.148325 -0.082462 -0.250251 6.148501 0.344474 -1.528586 -2.070373 12.749834
1800,,-697.580025094,242.183134394,4.472085 -0.318087 0.007914 -2.22417 6.507429 0.32974 -0.897375 -0.73275 8.485837
1801,,-697.642793594,207.387338005,3.281145 -0.204067 -0.102228 0.457324 7.103418 0.9364 0.336226 1.413012 9.043114
1802,,-697.549302175,193.874933112,4.255113 0 0 0 5.565141 -0.453563 0 -1.442331 8.304732
1803,,-697.427522208,338.492379781,3.418177 0 0 0 6.62014 0 0 0 14.95847
1804,,-697.413560601,334.788391314,5.263438 0 0 -2.631719 8.224966 0 0 0 7.733334
1805,,-697.55367355,294.161751059,6.009293 0 0 -3.004647 5.204201 0 0 0 9.406082
1806,,-697.644301926,276.993238888,3.267387 0.079051 0 -0.220481 9.214682 0 0 0 9.194686
1807,,-697.639652573,414.85114821,6.504282 0 0 0 6.504282 0 0 0 9.806038
1808,,-697.600935366,404.210006125,8.095469 0.142294 0 -1.986749 7.849184 0 -3.05436 -3.995739 6.333046
1809,,-697.490507902,271.259654815,4.661343 -0.101125 -0.300344 0.160394 4.65968 -0.300344 1.835471 1.735286 12.250743
1810,,-697.592154469,214.673125602,6.141245 0.081548 0.068391 1.37478 5.985943 0.068391 1.37478 1.109824 5.882558
1811,,-697.558279013,187.295602405,5.607203 0 0 -2.803601 4.85598 0 0 0 6.878669
1812,,-697.546116153,241.612017203,6.517221 -0.483655 0.125287 -1.83413 5.954962 0.285681 -1.486904 -1.846477 6.234655
1813,,-697.591460878,332.4141315,4.008634 0 0.861207 2.004317 6.268016 0.430604 -0.626443 0 13.095207
1814,,-697.522436511,489.483478271,7.881105 -4.9e-05 -4.9e-05 -0.046991 7.880965 -4.9e-05 -0.046991 -0.047271 7.880823
1815,,-697.462850334,231.770049798,3.116127 0 0 0 11.837245 0 0 0 6.283354
1816,,-697.547565264,300.280381437,6.080588 0 0 -3.040294 5.265943 0 0 0 9.377892
1817,,-697.616347217,274.68902569,6.614646 0 0 0 6.924717 0 0 -3.462359 5.996981
1818,,-697.530433567,191.977816253,5.960077 0.186704 0.156581 1.439366 5.786675 0.156581 1.439366 1.161963 5.670975
1819,,-697.560923589,253.740322006,3.770104 0 0 0 5.626121 -1e-06 0 -2.813058 11.962642
1820,,-697.606886793,290.23539903,6.547946 0 0 3.273973 6.632443 -0.771921 3.273973 1.483342 6.510365
1821,,-696.881896984,467.718952572,8.54071 0.444207 0.040877 -3.591699 7.761491 -0.040877 -3.919796 -3.231168 6.880224
1822,,-697.513827477,180.55026963,5.631618 0.087136 -0.020215 -2.386301 5.518984 -0.385702 -0.880002 -2.422488 5.944556
1823,,-697.536562699,426.642097829,5.521347 0 0 -2.760673 4.781627 0 0 0 16.16006
1824,,-697.612721847,270.890944331,3.364074 0 0 -1.682037 8.825957 0.702841 0 -0.279631 9.101351
1825,,-697.617354128,307.036815052,4.553937 0 0 0 8.823409 0 0 -4.411704 7.641296
1826,,-697.469137368,256.699418595,6.715421 0 0 0 6.715421 0 0 0 5.692177
1827,,-697.511957336,200.430373562,4.217215 0 0 0 4.732232 0 0 0 10.043192
1828,,-697.642374025,202.655714583,6.333844 -0.046985 0.202249 -3.132588 5.934767 -0.74141 -0.16282 -2.763603 5.707196
1829,,-697.641499563,279.447051358,6.536996 0 0 3.268498 6.444303 -1.104311 3.268498 1.107245 6.4438
1830,,-697.622859085,401.181186021,3.288432 0 0 0 11.868902 0 0 -5.934451 10.27877
1831,,-697.526732781,244.270054091,6.177783 -1.323986 -1.14299 -0.248785 6.313165 -1.14299 -0.248785 -0.209349 6.412383
1832,,-697.060749285,164.740153472,4.131264 0 0 0 4.907856 0 0 0 8.125025
1833,,-697.4969714,208.706828643,3.921008 0 0 0 4.823766 0.078289 0 -1.645425 11.007796
1834,,-697.587828897,283.600718876,4.398094 0 0 0 8.628913 0 0 -4.314456 7.472858
1835,,-697.609252323,297.609559669,4.443232 0 0 0 8.794449 0 0 -4.397225 7.616216
1836,,-697.579185586,522.508732115,7.67435 0 0 0 8.062649 0 0 0 8.444505
1837,,-697.640870607,415.092077935,6.517112 0 0 0 6.517112 0 0 0 9.773139
1838,,-697.212763772,219.579207956,3.233704 0 0 0 8.562728 0.168466 0 -0.264025 7.924908
1839,,-697.547561991,256.14089276,5.926556 0 0 0 7.064362 0 0 -3.532181 6.117917
1840,,-697.520616088,193.546961325,6.204352 0 0 0 6.001774 0 0 -3.000887 5.197689
1841,,-697.681380028,294.863712884,6.561992 -0.91986 -0.720257 1.197616 6.517023 -0.720257 1.197616 0.863865 6.499546
1842,,-697.61674573,274.618759436,6.709247 0.223147 0 -0.416244 6.700039 0 -3.146501 -3.461593 6.096529
1843,,-697.640470277,416.458745641,6.465505 0 0 0 9.266174 -0.41959 0 -2.008002 7.042275
1844,,-697.544383936,219.616384934,4.771165 0 0 0 6.784536 0 0 0 6.784536
1845,,-697.63809939,276.523437549,6.368644 -1.081002 -0.846433 0.983699 6.384397 -0.846433 0.983699 0.709562 6.401054
1846,,-697.560530973,381.681135831,5.698321 0 0 -2.849161 8.49084 0 0 0 7.888658
1847,,-697.494122223,241.429593896,6.502008 0 0 -3.251004 5.630904 0 0 0 6.594242
1848,,-697.563700879,387.168597212,3.294802 0 0 0 11.648502 0 0 -5.824251 10.087899
1849,,-697.6463935,212.976223693,4.696221 0 0 0 4.611904 0.26708 0 -0.741811 9.79041
1850,,-697.594081148,189.273116962,5.693029 0 -0.233328 0 6.449924 0 -2.552499 0 5.259166
1851,,-697.584492527,249.537317176,3.232809 0 0 0 11.952515 0 0 0 6.457972
1852,,-697.539490338,340.672064465,8.562925 0 0 0 6.446472 0 -4.281463 -3.223236 6.171522
1853,,-697.364894327,185.720815355,4.473087 0 0 0 6.443571 0 0 0 6.443571
1854,,-697.557630637,250.841986022,5.709283 0 0 0 5.711469 0 0 0 7.692559
1855,,-697.642383907,202.73922564,6.337742 -0.045642 0.200662 -3.133197 5.93799 -0.741487 -0.167797 -2.765098 5.702805
1856,,-697.482208327,346.934224016,5.42278 0 0 -2.71139 8.359031 0 0 0 7.653661
1857,,-697.611199357,266.91255872,5.945049 0 -3e-06 0 6.962555 0 -2.972521 0 6.448297
1858,,-697.637160092,279.36788014,5.59866 -0.197663 0.601078 -1.68859 5.410889 0.274737 -0.987322 -0.682059 9.157615
1859,,-697.681687874,292.782445511,6.548905 -0.91035 -0.71281 1.202512 6.501605 -0.71281 1.202512 0.867396 6.482791
1860,,-697.573780355,355.991403342,8.784783 0 0 0 6.483623 0 -4.392392 -3.241811 6.250154
1861,,-697.67742769,290.478572262,4.555654 0 0 0 6.545941 0 0 0 9.740725
1862,,-697.61695724,267.586808177,6.607409 0 -0.686623 3.303705 5.903627 -0.343311 1.242227 0 6.730761
1863,,-697.597672017,201.539422207,3.339024 0.142679 0.123483 1.713202 7.961473 0.514258 1.713202 1.651381 7.805284
1864,,-697.632594436,275.154950967,7.143868 0.670047 1.110168 -1.978352 6.897096 -1.110167 -1.978353 -4.196154 5.585221
1865,,-697.642817466,206.389934773,3.273157 -0.258224 -0.132458 0.645451 8.878372 -2.206679 0.263643 -0.370703 7.136403
1866,,-697.54836101,237.634577723,6.520408 0 0.634617 0 6.733532 0 -0.535053 0 5.36035
1867,,-697.642368406,202.635493411,6.331854 -0.046878 0.203129 -3.13032 5.931996 -0.740362 -0.160239 -2.761864 5.710169
1868,,-697.621785628,312.573178665,4.70421 0 0 0 8.759255 0 0 -4.379628 7.585738
1869,,-697.482953398,211.897503876,6.524998 -0.235299 0 -2.69006 5.949331 0 -1.917469 -2.857016 5.54903
1870,,-697.519173906,376.717102825,3.324189 0 0 0 6.60949 0 0 0 17.145955
1871,,-697.501768069,259.437858937,4.714617 0 0 0 7.971282 0 0 -3.985641 6.903332
1872,,-697.587065763,372.104720007,8.033169 0.604603 0 -2.214668 7.745489 0 0 0 5.854402
1873,,-697.598499806,276.848631006,6.650826 -0.330774 -0.258998 1.784639 6.415447 -0.258998 1.784639 1.287297 6.290302
1874,,-697.531450707,203.005000505,4.355717 0 0 0 6.070144 0.29479 0 -1.262061 7.616709
1875,,-697.632456598,216.487146856,4.672101 0.421003 0.060021 -0.536569 4.660243 0.060021 -0.422325 -0.518902 9.828503
1876,,-697.580287574,266.12345159,7.080256 -0.199162 -0.311427 -2.282561 6.705193 -0.311427 -2.282561 -3.095323 5.956137
1877,,-697.55716834,290.186084111,6.00004 0 0 -3.00002 5.196187 0 0 0 9.307599
1878,,-697.681491289,290.864983267,6.602231 0.428522 0.471496 -0.147431 6.61448 0.471496 -0.147431 -0.160866 6.629312
1879,,-697.665577561,212.085039108,4.641401 0 0 -2.320701 4.019571 0 0 0 11.367926
1880,,-697.471408796,197.241393896,4.578584 0 0 0 6.563469 0 0 0 6.563469
1881,,-697.469139821,256.478236878,6.708489 0 0 0 6.708489 0 0 0 5.699032
1882,,-697.628102822,413.247999496,6.217355 0 0 0 9.119061 -0.387554 0 -1.908731 7.369902
1883,,-697.627106596,283.669680464,4.815949 1.137131 0 -1.054075 4.441135 0 0 0 12.559035
1884,,-697.642386557,277.318896124,7.165701 0.68394 1.133187 -1.973366 6.922491 -1.133186 -1.973367 -4.228355 5.596963
1885,,-697.640512864,561.582309299,6.530439 1e-06 1e-06 3.265218 9.271158 -0.201397 3.265218 0.174894 9.271696
1886,,-697.612504955,276.216021366,6.578999 -0.480199 -0.376 1.620183 6.394437 -0.376 1.620183 1.168671 6.297968
1887,,-697.562845339,184.177493507,5.606214 0 -0.222947 0 6.379348 0 -2.498257 0 5.249153
1888,,-697.637262625,266.947780835,3.329856 0 0 0 8.897526 0.19661 0 -0.20284 9.005659
1889,,-697.628674294,205.942500362,3.261242 0 0 0 8.029848 -0.809263 0 -1.182618 7.983406
1890,,-697.565317032,191.66270726,4.483008 0 0 -2.241504 3.882399 0 0 0 11.012044
1891,,-697.641720826,417.51556139,5.638656 0 0 0 9.246624 0 0 -4.623312 8.007812
1892,,-697.55894115,748.506243622,8.688167 -0.533947 0 -0.55237 8.687015 0 0 0 9.956281
1893,,-697.466384231,356.097499475,3.160632 0 0 0 10.61445 0 0 0 10.61445
1894,,-697.456975347,544.36203775,5.570454 0 0 -2.785227 4.824155 0 0 0 20.25704
1895,,-697.559294131,749.258423129,8.693738 -0.522614 0 -0.541048 8.69261 0 0 0 9.951829
1896,,-697.641932843,202.308415075,6.328429 -0.285557 0.340728 0.274354 6.319297 0.269703 3.088013 2.821507 5.334403
1897,,-697.636513217,421.22095856,5.859156 0 0 0 9.111128 0 0 -4.555564 7.890468
1898,,-697.609541095,272.899231857,6.887268 0 0 3.443634 5.964549 0 3.443634 1.988183 6.643206
1899,,-697.511916242,240.493123534,6.872993 0 0 0 6.872993 0 0 0 5.091091
1900,,-697.602450832,276.768439381,4.40915 -0.419061 0 0.478835 4.803194 0 0 0 12.946012
1901,,-697.576027903,212.48153194,4.3775 0 0 -2.18875 3.791026 0 0 0 12.803782
1902,,-697.552620634,385.409748893,6.503566 0 0 0 6.508845 0 0 0 9.104733
1903,,-697.601313174,404.826152739,8.090333 -0.142278 -0.239795 -2.981326 7.522329 0.239795 -2.981326 -3.394548 6.717141
1904,,-697.529865611,280.775109838,4.802738 -0.079959 -0.229901 0.329331 7.060844 -0.163063 1.249027 2.739208 8.155925
1905,,-697.467794697,513.446086951,6.457571 0 0 -3.228785 6.122095 0 0 0 12.987501
1906,,-697.557097492,248.986112669,5.61243 0 0 0 5.61243 0 0 0 7.904479
1907,,-697.61772288,201.806704943,3.319704 -2e-06 0 -1.659849 6.008171 1.238085 0 -0.691798 9.975428
1908,,-697.536424086,436.099312252,5.25113 0.391107 0.487624 -0.664657 9.086408 0.383945 -0.664657 -1.597459 8.95312
1909,,-697.579118117,214.342621309,6.073803 0.463415 0.439491 0.802324 6.038387 0.439491 0.802324 0.758647 6.00664
1910,,-697.611334572,264.322587586,5.834681 -0.483623 -0.751699 -2.390446 7.514053 -0.212955 -2.390446 -3.30836 6.749896
1911,,-697.164483091,283.828047183,4.326987 0 0 0 8.703011 0 0 -4.351506 7.537029
1912,,-697.523016563,274.080191232,6.45812 -0.531548 -0.458922 0.579153 6.454025 -0.458922 0.579153 0.487407 6.451936
1913,,-697.543862417,348.807018715,5.520893 0 0 -2.760446 6.384417 0 0 0 9.895885
1914,,-697.617610832,414.274478656,3.288172 0.13257 0 -0.349485 11.226297 0 0 0 11.208626
1915,,-697.619635112,211.193560035,6.620127 -0.33802 0 -0.700512 6.591633 0 -2.959807 -3.126806 4.866137
1916,,-697.477183965,187.618511054,3.83055 0 0 -1.915275 3.317353 0 0 0 14.76464
1917,,-697.522788073,185.230416229,6.552526 0.369247 0.267815 3.28129 5.683755 0.267815 3.28129 2.01973 5.319539
1918,,-697.641034878,207.952589343,4.590356 -0.123382 -0.210694 0.148559 5.649546 -0.07304 0.364491 0.027245 7.995881
1919,,-697.640401527,207.103628019,7.201374 -0.920283 -0.762114 2.122661 5.208972 0.092918 2.122661 1.062146 5.100379
1920,,-697.624104196,332.46506456,5.918474 0.030902 -0.113102 -0.005657 6.517286 0.711921 -2.772724 -0.933486 8.571825
1921,,-697.531645203,263.607026933,6.601328 0 0 0 6.790434 0 0 -3.395217 5.880688
1922,,-697.343185348,235.792114536,4.323236 -0.142262 -0.050496 0.248588 6.967489 0.097398 1.546292 3.027928 7.844907
1923,,-697.517212526,401.081274737,3.32749 0 0 0 11.797568 0 0 -5.898784 10.216994
1924,,-697.59714289,396.062926524,5.584034 0.47677 0.594427 -0.733781 8.397554 0.236573 -0.733781 -1.591799 8.248701
1925,,-697.611425982,264.080948208,5.822697 -0.481187 -0.747913 -2.385209 7.514539 -0.209945 -2.385209 -3.305822 6.751586
1926,,-697.590715821,623.742379145,9.316007 0.003388 0 -0.000187 9.316008 0 -4.65791 -4.659698 7.186966
1927,,-697.639630447,284.846531317,7.164979 -1.785696 0 -2.902071 6.789964 0 -2.131454 -2.502134 6.553057
1928,,-697.421836724,348.908702602,3.509617 0.002486 0 -0.634272 10.084603 0 0 0 9.857662
1929,,-697.555224423,216.051656874,3.305907 0 0 0 8.686967 0 0 -4.343484 7.523134
1930,,-697.528936646,234.489513477,6.417589 0 0 0 6.436009 0 -3.208795 0 5.677209
1931,,-697.678172815,291.599578321,4.550157 0.373343 0 -0.52747 6.500946 0 0 0 9.792696
1932,,-697.618219136,229.163872381,4.391575 0 0 -2.195787 3.803215 0 0 0 13.720659
1933,,-697.636985485,423.88878919,5.743576 0 0 0 9.23144 0 0 -4.61572 7.994662
1934,,-697.551440333,189.359106675,6.030653 -0.860695 0 -2.40601 5.596489 0 0 0 5.977312
1935,,-697.636271784,211.094493045,4.65215 0.371622 -0.191504 -0.444037 4.645797 -0.191504 0.101905 0.121504 9.683759
